name,label,Sum,location1,location2,location3,location4,location5,location6,location7,location8,location9,size1,size2,focus1,focus2,location,bright1,bright2,yaw,pitch,roll,contrast1,contrast2
(10)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.76,0.001250580765061174,0.13175433674194773,0.5599389022749173,7,0.60701389051402,0.5897299627029393,26.904556274414062,8.357940673828125,-0.165740966796875,0.9842805635844964,1.0857384534436127
(11)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.6,0.0009873006039956636,0.276817562705471,1.1764388636049397,5,0.7124336860916655,0.6921480672730198,49.606903076171875,3.557403564453125,2.8014678955078125,0.9825726625307469,1.0838545049869046
(12)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.4235294117647059,0.0006969180734087037,1.0,4.249870752805702,4,0.8995615804570786,0.873947739223436,21.27202606201172,8.169113159179688,5.245719909667969,0.8930605510708263,0.9851156442833696
(13)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.38823529411764707,0.0006388415672913117,0.29346730724375275,1.24719812595987,6,0.511091555371309,0.49653889078498414,42.593963623046875,10.58624267578125,-0.08667755126953125,0.9968065239535969,1.0995555675289663
(14)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.52,0.0008556605234629085,0.5253579526208118,2.232703397597071,5,0.7362582440205419,0.71529425202822,25.44408416748047,11.46685791015625,0.9529953002929688,0.941588086312476,1.038645311546962
(15)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.38823529411764707,0.0006388415672913117,0.4289034494184111,1.822784225460785,5,0.6017107930950483,0.5845778640574669,4.8394775390625,13.37725830078125,-4.990608215332031,0.9422996476531491,1.039430219365053
(16)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.5270588235294118,0.0008672758246863868,0.2858306583132856,1.2147433550208324,4,0.7766231400681858,0.754509810374879,14.352882385253906,7.6572113037109375,-0.6540985107421875,0.9857027796648405,1.0873072690279741
(17)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.3058823529411765,0.0005033297196840638,0.3948322671469151,1.6779861044116422,5,0.6682487779485919,0.6492212666866571,23.432899475097656,7.890594482421875,-0.5069961547851562,0.9460600070425732,1.0435781899121876
(18)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.4588235294117647,0.0007549945795260957,0.6502231594229747,2.763364388028619,6,0.8158652029163933,0.7926345067311072,10.611717224121094,2.8802490234375,2.54962158203125,0.9219726726132381,1.0170079758914572
(19)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.3623529411764706,0.000596252129471891,0.2619879491906199,1.113414922852762,5,0.6501443948722322,0.6316323822752307,43.849945068359375,11.777435302734375,0.58782958984375,0.9715112491571022,1.0716529007964644
(20)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.33647058823529413,0.0005536626916524702,0.3081108728037886,1.309431386950259,5,0.8307271407063751,0.8070732702512594,-4.780143737792969,15.010223388671875,-0.990509033203125,0.9519044096599298,1.050025023156524
(21)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.5270588235294118,0.0008672758246863868,0.19164137519612354,0.8144510754734695,6,0.6626311559496058,0.6437635991378372,57.68980407714844,-0.72216796875,5.3451995849609375,0.978898352010407,1.0798014530732336
(22)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.5647058823529412,0.0009292240978782717,0.5071695156418434,2.1554048912409045,6,0.6365110430068444,0.6183872222999245,41.42277526855469,-3.1948013305664062,-2.71429443359375,0.9402246747668046,1.0371413619641179
(23)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.42823529411764705,0.0007046616075576894,0.49343980138293003,2.097055380167569,6,0.9054368972243952,0.8796557640185911,5.0395355224609375,4.0213165283203125,-1.0992431640625,0.9243310601191053,1.019609461786816
(24)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.33647058823529413,0.0005536626916524702,0.46477115758934845,1.9752173493866216,5,0.5772659366155756,0.5608290429428284,13.25579833984375,0.466033935546875,-2.0079116821289062,0.9591150777383514,1.0579789540756206
(25)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.36705882352941177,0.0006039956636208765,0.25219117636166016,1.0717799045350842,5,0.6011186898622697,0.5840026201909927,13.133087158203125,14.073471069335938,0.61468505859375,0.9780594537432176,1.0788760826647212
(26)007wnN54ly1gdogtayabyj30hi0ncjub.jpg,1,28,0,0,0,4,10,8,2,2,2,0.36705882352941177,0.0006039956636208765,0.44214087737127533,1.8790415833600354,6,0.7069074403668166,0.6867791741782628,47.70365905761719,13.299911499023438,0.05490875244140625,0.9646543360459937,1.064089189277525
(0)cs1+1+1.jpg,0,2,0,0,0,0,1,0,0,0,1,0.33877231230412863,0.00776953125,0.34809184150040234,0.4195093392460849,9,1.0,1.8607238961125234,-4.7327728271484375,23.538482666015625,0.8548583984375,1.0,1.0608292964016368
(1)cs1+1+1.jpg,1,2,0,0,0,0,1,0,0,0,1,1.0,0.022934375,1.0,1.2051685481562773,5,0.69827637140114,1.2992995303568446,52.849517822265625,-31.671798706054688,-7.6640777587890625,0.9316167774615682,0.9882863705505157
(0)cwq1+2+1.jpg,1,3,0,0,0,1,1,1,0,0,0,0.7024793388429752,0.0018684056271981242,1.0,3.435706547896677,5,0.9888791924752625,0.7840158127290808,-13.393180847167969,-0.77032470703125,6.6962432861328125,0.9864342183727661,1.1599209630500251
(1)cwq1+2+1.jpg,0,3,0,0,0,1,1,1,0,0,0,1.0,0.002659730363423212,0.26085603043911054,0.896224771837987,4,0.7381857885094195,0.5852578710596621,36.02870178222656,-4.059539794921875,-6.2517852783203125,0.9650051499556687,1.1347231087859795
(2)cwq1+2+1.jpg,1,3,0,0,0,1,1,1,0,0,0,0.9090909090909091,0.002417936694021102,0.6746258577802405,2.3178164769559846,6,1.0,0.7928327531764641,21.075958251953125,4.652374267578125,-2.8754653930664062,1.0,1.175872593880051
(0)cwq10+1+1.jpg,0,2,0,0,1,0,1,0,0,0,0,0.3616116116116116,0.009407552083333333,1.0,3.3230864746291675,3,0.4606380037184453,0.7941623335860243,-9.779182434082031,-7.94140625,-0.7787017822265625,1.0,1.1000701286365613
(1)cwq10+1+1.jpg,1,2,0,0,1,0,1,0,0,0,0,1.0,0.026015625,0.18756389138476798,0.6232910305895366,5,1.0,1.7240486611509334,-16.513458251953125,-15.723434448242188,2.13494873046875,0.960681720316031,1.0568172636468494
(0)cwq11+1+3.jpg,1,4,0,2,2,0,0,0,0,0,0,1.0,0.01953125,1.0,2.2046496589171976,2,0.9382641574463585,1.003619237550574,-11.0260009765625,-2.7546157836914062,-1.2765655517578125,1.0,1.3082907217979698
(1)cwq11+1+3.jpg,0,4,0,2,2,0,0,0,0,0,0,0.1395,0.002724609375,0.9211595120988966,2.0308340041571644,2,0.7001977350276409,0.7489702248412444,-21.087432861328125,2.054290771484375,-0.29898834228515625,0.9931416679561685,1.2993180296180156
(2)cwq11+1+3.jpg,0,4,0,2,2,0,0,0,0,0,0,0.18683333333333332,0.003649088541666667,0.17211209723078877,0.37944687645538205,3,1.0,1.0696553093129872,10.71527099609375,7.947998046875,2.675994873046875,0.9023099651627954,1.1804837556083345
(0)cwq12+2+2.jpg,1,4,2,1,1,0,0,0,0,0,0,1.0,0.0093603515625,0.301321568094339,1.4329491186760275,3,1.0,1.360228359300083,8.51763916015625,-3.0788803100585938,-21.962005615234375,0.9891149554478414,1.0229701921751138
(1)cwq12+2+2.jpg,0,4,2,1,1,0,0,0,0,0,0,0.32133541992696923,0.0030078125,0.33524062224183804,1.5942528018287914,1,0.8676236091528181,1.1801662383679543,-0.08718109130859375,-4.389984130859375,-7.0673370361328125,1.0,1.0342278079416398
(2)cwq12+2+2.jpg,1,4,2,1,1,0,0,0,0,0,0,0.6757085724221874,0.006324869791666667,1.0,4.755547794797729,2,0.7948806488204613,1.0812192007844414,-8.394508361816406,-49.1834716796875,-0.86688232421875,0.985955150714278,1.0197022342519968
(3)cwq12+2+2.jpg,0,4,2,1,1,0,0,0,0,0,0,0.2709094070596418,0.0025358072916666667,0.29486653427536524,1.4022518968328619,1,0.8578808289630164,1.166913832455359,-1.1460113525390625,-19.93316650390625,5.145904541015625,0.9912958514885902,1.025225735506686
(0)cwq13+1+1.jpg,0,2,0,0,0,0,1,1,0,0,0,0.216,0.0011458333333333333,0.3936083104531073,0.32506426158166407,6,1.0,0.8129477178438004,3.4988861083984375,10.222625732421875,1.7148284912109375,1.0,1.0513112701269518
(1)cwq13+1+1.jpg,1,2,0,0,0,0,1,1,0,0,0,1.0,0.005304783950617284,1.0,0.8258572112145248,5,0.8761011266135501,0.712224411480868,-5.0531463623046875,3.9809722900390625,-4.2637176513671875,0.9945034273769859,1.0455326613813059
(0)cwq2+2+1.jpg,0,4,0,0,0,1,2,1,0,0,0,0.17991004497751126,0.000778816199376947,0.3371223829139995,0.728952821755496,5,0.666834193028113,0.814026765095946,-2.0211868286132812,1.8581390380859375,4.454383850097656,0.9937866607685802,1.0531561127844344
(1)cwq2+2+1.jpg,1,4,0,0,0,1,2,1,0,0,0,0.7016491754122939,0.0030373831775700934,0.24501047387075361,0.5297811279807504,5,0.7308175661559506,0.8921334050849137,1.3884201049804688,-8.144187927246094,-4.6841583251953125,0.9964756447328621,1.056005738374068
(2)cwq2+2+1.jpg,1,4,0,0,0,1,2,1,0,0,0,1.0,0.004328920041536864,0.16991983392419477,0.36741417564927703,4,1.0,1.2207333901092075,16.647384643554688,-17.436805725097656,-5.4727630615234375,1.0,1.0597406408835661
(3)cwq2+2+1.jpg,0,4,0,0,0,1,2,1,0,0,0,0.053598200899550225,0.00023202232606438214,1.0,2.162279512426955,6,0.8637296257047264,1.0543835941242876,-2.7497406005859375,16.406494140625,1.6662139892578125,0.9554719902631857,1.012552499307805
(0)cwq3+2+1.jpg,0,3,0,0,0,1,2,0,0,0,0,0.2960133683456672,0.0020119418483904466,1.0,4.73103007968234,5,0.992787377670751,0.9792265219530389,27.240158081054688,-1.1941986083984375,-7.00262451171875,0.9885952040439336,1.1226914804271206
(1)cwq3+2+1.jpg,1,3,0,0,0,1,2,0,0,0,0,1.0,0.006796793873312565,0.3496951107078314,1.6544180874765961,4,1.0,0.9863406243645764,-34.879364013671875,-4.805816650390625,9.146987915039062,1.0,1.135643260087298
(2)cwq3+2+1.jpg,1,3,0,0,0,1,2,0,0,0,0,0.7686798758653617,0.005224558670820353,0.781101399182021,3.6954142148121045,5,0.8662152963772735,0.8543833362629065,40.74470520019531,18.908180236816406,29.402801513671875,0.9855297391944275,1.1192102059317444
(0)cwq4+1+1.jpg,0,5,0,0,0,1,4,0,0,0,0,0.11851851851851852,0.00044132917964693667,0.763903510756538,2.698722593468321,5,0.8339915737342739,0.9315421495483509,-28.0032958984375,-16.31053924560547,11.504951477050781,0.9770638656221157,1.1805954544320518
(1)cwq4+1+1.jpg,0,5,0,0,0,1,4,0,0,0,0,0.2196078431372549,0.0008177570093457944,0.8971164185108487,3.169337898720854,5,0.8247115896888328,0.9211767015537661,9.265892028808594,-28.27849578857422,-11.721038818359375,0.9667059931311538,1.1680799397244948
(2)cwq4+1+1.jpg,0,5,0,0,0,1,4,0,0,0,0,0.3664488017429194,0.0013645508826583593,0.5593732399026172,1.9761569091516946,4,1.0,1.116968299064804,23.804916381835938,-0.39635467529296875,-11.978828430175781,0.9891147259509786,1.195156622260311
(3)cwq4+1+1.jpg,1,5,0,0,0,1,4,0,0,0,0,1.0,0.003723714953271028,0.39694445388023797,1.402327585819874,5,0.9435013023011175,1.0538610447967065,7.4781951904296875,-7.1244964599609375,2.0608978271484375,1.0,1.2083094012286941
(4)cwq4+1+1.jpg,0,5,0,0,0,1,4,0,0,0,0,0.2196078431372549,0.0008177570093457944,1.0,3.5328055905851508,5,0.8036059895935062,0.8976024153145472,23.716140747070312,-19.317237854003906,-6.4004058837890625,0.9577617972528659,1.1572725837583284
(0)cwq5+7+2.jpg,0,9,0,0,0,1,5,3,0,0,0,0.2672413793103448,0.0017604491173416406,0.33032840979255107,0.31578248101785195,4,0.3542362641588616,0.46017992107665134,-16.13482666015625,-14.741310119628906,8.650390625,0.9468970624066644,1.0589682403825713
(1)cwq5+7+2.jpg,1,9,0,0,0,1,5,3,0,0,0,1.0,0.0065874870197300105,0.9419204595699676,0.9004432280931441,5,0.8668272679106825,1.1260747249619174,-9.357437133789062,8.147254943847656,28.093521118164062,0.9851804215603381,1.1017826740612013
(2)cwq5+7+2.jpg,1,9,0,0,0,1,5,3,0,0,0,0.638423645320197,0.004205607476635514,0.3648869337792493,0.3488192290580461,6,0.6942652975415818,0.9019035659366178,7.22052001953125,-2.4480972290039062,4.1249542236328125,1.0,1.1183562421147057
(3)cwq5+7+2.jpg,1,9,0,0,0,1,5,3,0,0,0,0.6896551724137931,0.004543094496365524,0.47239742992275524,0.4515955274363095,5,0.6303090960423083,0.8188195829113811,2.371124267578125,-6.341758728027344,-0.1808624267578125,0.9699169342128503,1.0847126577096997
(4)cwq5+7+2.jpg,1,9,0,0,0,1,5,3,0,0,0,0.8645320197044335,0.005695093457943925,0.7848695147443208,0.7503079822800882,6,0.8980182326204207,1.1665941667319868,-12.48260498046875,0.1581878662109375,-16.666244506835938,0.9790175141883151,1.0948903481321246
(5)cwq5+7+2.jpg,1,9,0,0,0,1,5,3,0,0,0,0.7566502463054188,0.004984423676012461,1.0,0.9559652505098363,5,0.6212457478021975,0.8070456023796929,-21.630752563476562,-7.415046691894531,-3.9149322509765625,0.9719122773691691,1.0869441621837295
(6)cwq5+7+2.jpg,0,9,0,0,0,1,5,3,0,0,0,0.4236453201970443,0.0027907580477673937,0.4361525947744611,0.4169467245240828,6,0.7763230792893124,1.0085028821248136,-45.59626770019531,-17.46588134765625,19.67951202392578,0.9660161653360595,1.0803502084872938
(7)cwq5+7+2.jpg,1,9,0,0,0,1,5,3,0,0,0,0.6502463054187192,0.004283489096573208,0.7690910743102795,0.7352243415179054,5,0.9290236351430553,1.2068725490701009,10.839889526367188,20.739395141601562,7.57373046875,0.9744032550909938,1.089729962667901
(8)cwq5+7+2.jpg,1,9,0,0,0,1,5,3,0,0,0,0.9125615763546798,0.00601148753894081,0.6691272572866637,0.6396624061350051,5,1.0,1.2990762596521683,-11.202781677246094,-6.647041320800781,2.9451446533203125,0.9871446950963281,1.1039794316313964
(0)cwq6+2+1.jpg,1,3,0,2,0,1,0,0,0,0,0,0.8685604236880116,0.008781152647975079,1.0,1.6369942142410314,2,0.835802020462645,0.7608393928479366,-2.9083251953125,10.305343627929688,6.0659027099609375,0.9895318206384308,1.2002727884778321
(1)cwq6+2+1.jpg,0,3,0,2,0,1,0,0,0,0,0,0.10014443909484834,0.0010124610591900312,0.7534744202257355,1.2334332664881444,4,1.0,0.9103105451058686,12.435836791992188,13.698005676269531,-3.0650863647460938,1.0,1.2129703799756884
(2)cwq6+2+1.jpg,1,3,0,2,0,1,0,0,0,0,0,1.0,0.010110007788161993,0.5716594532216642,0.9358032174400558,2,0.9806695502568603,0.8927138328630494,3.2848663330078125,-0.05806732177734375,1.5768585205078125,0.9690635777844141,1.1754454161657608
(0)cwq8+1+1.jpg,1,2,0,1,0,1,0,0,0,0,0,1.0,0.0204638671875,1.0,0.7453538791488356,2,0.9898631671153437,0.8332436330585624,1.6586380004882812,6.115058898925781,2.9383544921875,0.9825650883018044,1.14365063691755
(1)cwq8+1+1.jpg,0,2,0,1,0,1,0,0,0,0,0,0.1737055595323312,0.0035546875,0.7580662394913001,0.5650276122566108,4,1.0,0.8417765815923816,-17.19805908203125,1.23095703125,-1.7180557250976562,1.0,1.1639438959653599
(0)cwq9+1+1.jpg,0,2,1,1,0,0,0,0,0,0,0,0.2116350275566442,0.005625,0.3459443054229386,0.7814948133366564,1,0.4922425678937003,0.7202005382480395,57.34007263183594,-28.556930541992188,-45.24360656738281,0.8815161911181152,1.1838530648847856
(1)cwq9+1+1.jpg,1,2,1,1,0,0,0,0,0,0,0,1.0,0.026578776041666665,1.0,2.2590191573791913,2,1.0,1.4631008881043517,7.935310363769531,-8.826629638671875,-4.3608245849609375,1.0,1.34297370463858
(0)cxr2+1+2.jpg,0,4,0,0,0,2,2,0,0,0,0,0.3980952380952381,0.002267795138888889,0.1868861297178448,0.6022553364422127,4,0.7254233373023143,0.9261156300070469,13.195770263671875,6.0023040771484375,2.313079833984375,0.9833793298889499,1.2531825342740914
(1)cxr2+1+2.jpg,1,4,0,0,0,2,2,0,0,0,0,1.0,0.005696614583333333,1.0,3.22257910392537,5,1.0,1.276655412618874,0.762603759765625,0.12835693359375,5.4922637939453125,0.9536669216129636,1.2153181314226589
(2)cxr2+1+2.jpg,0,4,0,0,0,2,2,0,0,0,0,0.26666666666666666,0.0015190972222222222,0.7894546997730458,2.544080218984294,5,0.8954239150936765,1.1431477877927252,3.3847274780273438,8.051628112792969,1.3339920043945312,1.0,1.2743633063912474
(3)cxr2+1+2.jpg,0,4,0,0,0,2,2,0,0,0,0,0.5028571428571429,0.002864583333333333,0.15852829123722773,0.5108699587220855,4,0.6203105739479429,0.7919228517353617,7.022575378417969,5.3641204833984375,0.842926025390625,0.9882178351166263,1.2593485477940245
(0)cxr3+1+1.jpg,0,2,0,0,0,0,1,1,0,0,0,0.22841864018334607,0.0024588815789473683,1.0,3.2672257490770042,6,0.8024820687677812,0.6678114222473251,-6.983428955078125,1.4031600952148438,-4.5393829345703125,1.0,1.5042289898267485
(1)cxr3+1+1.jpg,1,2,0,0,0,0,1,1,0,0,0,1.0,0.010764802631578948,0.11873162363132438,0.38792301795798273,5,1.0,0.8321823605015324,-36.128814697265625,8.495933532714844,8.709121704101562,0.9772429338445392,1.4699971511922991
(0)cxr4+2+1.jpg,1,4,0,1,1,0,2,0,0,0,0,1.0,0.03219962599345488,0.47158157920393634,2.5034147971459277,2,1.0,1.1885222966207967,-84.03561401367188,7.204559326171875,11.692611694335938,0.8060397466820466,1.2034722744995752
(1)cxr4+2+1.jpg,0,4,0,1,1,0,2,0,0,0,0,0.06436781609195402,0.0020726196041764063,0.9881671976387253,5.245735825387728,5,0.7140977980687702,0.8487211549725486,72.83065795898438,3.8155746459960938,1.2542953491210938,0.9797873640058751,1.4628893083001082
(2)cxr4+2+1.jpg,0,4,0,1,1,0,2,0,0,0,0,0.060980036297640657,0.0019635343618513326,1.0,5.308550858521387,5,0.6310600271480035,0.7500289127715273,16.954856872558594,17.311912536621094,8.116928100585938,1.0,1.4930681513579271
(3)cxr4+2+1.jpg,1,4,0,1,1,0,2,0,0,0,0,0.8309739866908651,0.026757051581736014,0.17200134433741604,0.9130778841492225,3,0.6285118983961455,0.7470004049352837,47.328582763671875,-4.719329833984375,-6.730018615722656,0.9248234063984314,1.3808243737238468
(0)cxr5+4+1.jpg,0,7,0,0,0,2,4,1,0,0,0,0.07706169678000664,0.004173729901885242,0.25693525747939583,0.9913861458233102,4,0.8060329317696159,1.433739096146652,-66.92803955078125,-0.41510009765625,9.801933288574219,0.816651727356427,1.1009568721158025
(1)cxr5+4+1.jpg,0,7,0,0,0,2,4,1,0,0,0,0.0034855598235879926,0.00018878101402373246,0.4457559813498669,1.7199519780331045,5,0.9202358595110383,1.636878690006433,-0.44762420654296875,11.945343017578125,0.03704833984375,1.0,1.3481351171321172
(2)cxr5+4+1.jpg,0,7,0,0,0,2,4,1,0,0,0,0.0022762839664248113,0.00012328556017876408,1.0,3.8585056622788,5,0.9923737643554607,1.7651947059072786,-2.8640670776367188,11.767021179199219,-0.299652099609375,0.9868070995320168,1.3303493047144004
(3)cxr5+4+1.jpg,1,7,0,0,0,2,4,1,0,0,0,1.0,0.05416088765603329,0.15589716339204093,0.6015300876813932,6,0.9210637114499305,1.6383512398785638,16.94598388671875,6.363250732421875,-3.22052001953125,0.8160072236868495,1.1000879940857247
(4)cxr5+4+1.jpg,1,7,0,0,0,2,4,1,0,0,0,0.28793806610708017,0.015594981250321056,0.49447593054595035,1.907938177872128,5,0.7906781511172809,1.406426627305365,-1.680450439453125,10.23870849609375,-1.7877655029296875,0.8786173386746265,1.1844948887884268
(5)cxr5+4+1.jpg,1,7,0,0,0,2,4,1,0,0,0,0.2871437378479632,0.015551959726717008,0.22599554111021608,0.87200507502353,5,0.6420258804273962,1.1420099219591617,6.6762847900390625,-28.077743530273438,6.1673583984375,0.8079747805260203,1.089259175384243
(6)cxr5+4+1.jpg,1,7,0,0,0,2,4,1,0,0,0,0.6197183098591549,0.03356449375866852,0.08757305064620532,0.33790111178141136,4,1.0,1.7787599484290675,-14.864555358886719,-5.045310974121094,6.383262634277344,0.7608314463013628,1.0257035909772858
(0)cxr6+2+1.jpg,1,4,0,0,2,1,1,0,0,0,0,1.0,0.06660117121282169,0.18981080364840414,0.9462003107665253,5,0.7650188291740943,1.3371767812277875,4.65478515625,-4.115653991699219,-2.8041000366210938,0.8158159288934634,1.1471202805082035
(1)cxr6+2+1.jpg,1,4,0,0,2,1,1,0,0,0,0,0.8814427026088969,0.05870511635074742,0.25717359800480455,1.2820015176998982,4,1.0,1.7479004832748868,4.6664886474609375,-4.035552978515625,0.35662078857421875,0.7734899281716565,1.0876056129205718
(2)cxr6+2+1.jpg,0,4,0,0,2,1,1,0,0,0,0,0.008021441931316403,0.000534237427441311,1.0,4.9849655160789395,3,0.518710692009109,0.9066546692425728,-33.47926330566406,10.870330810546875,11.548072814941406,0.9799437298299568,1.377900683760236
(3)cxr6+2+1.jpg,0,4,0,0,2,1,1,0,0,0,0,0.014635275062185458,0.0009747264601633534,0.6129523633232168,3.0555463941653254,3,0.8395634273420339,1.4674733203910615,-29.00860595703125,12.813560485839844,6.588890075683594,1.0,1.4061018421938718
(0)cxr7+2+2.jpg,1,4,0,1,0,0,1,2,0,0,0,1.0,0.0871307854317563,0.3128804176115566,0.642911890300196,5,1.0,1.036295337461127,9.296463012695312,1.640594482421875,1.2384185791015625,0.8262040647063662,1.0108827448327913
(1)cxr7+2+2.jpg,1,4,0,1,0,0,1,2,0,0,0,0.4397762612937934,0.038318051060769506,0.4963122355964253,1.0198306432924815,2,0.8930551359153269,0.9254688734447665,2.7509994506835938,-0.88568115234375,1.0093841552734375,0.9141899789341439,1.1185358613940235
(2)cxr7+2+2.jpg,0,4,0,1,0,0,1,2,0,0,0,0.08592126402051675,0.007486387219396928,0.6320805035369528,1.298809540248556,6,0.808568782950467,0.837916059788187,-0.27056121826171875,13.414901733398438,-2.2199554443359375,0.9949075859988264,1.2172960099717003
(3)cxr7+2+2.jpg,0,4,0,1,0,0,1,2,0,0,0,0.044335047975592144,0.0038629475522679404,1.0,2.0548166459505817,6,0.9998993606108171,1.0361910453313519,-65.25997924804688,14.506690979003906,-2.548248291015625,1.0,1.2235267145436521
(0)cxy1+41+1.jpg,1,42,0,0,0,12,20,10,0,0,0,0.6111111111111112,0.0012755102040816326,0.33297010944678007,1.9883178944601754,5,0.8935698672000966,2.0245001686912434,12.315673828125,9.6029052734375,-6.452568054199219,0.9748926408279726,1.5242485475051628
(1)cxy1+41+1.jpg,1,42,0,0,0,12,20,10,0,0,0,0.3148148148148148,0.0006570810142238713,0.19833776677818138,1.1843661627391777,6,0.42588196961527974,0.9648916676547031,40.026275634765625,7.772941589355469,-3.762969970703125,0.9898108761125909,1.5475732681068155
(2)cxy1+41+1.jpg,1,42,0,0,0,12,20,10,0,0,0,0.4666666666666667,0.000974025974025974,0.3507779889045824,2.094656945275178,5,0.5926262132167315,1.3426727026813017,-7.8956756591796875,11.530197143554688,3.2121047973632812,0.9558426471726794,1.4944638061469737
(3)cxy1+41+1.jpg,1,42,0,0,0,12,20,10,0,0,0,0.34629629629629627,0.0007227891156462585,0.2849475850397351,1.7015532813412322,6,0.6276618153658183,1.4220504716332423,-6.950798034667969,8.332504272460938,2.5081024169921875,0.9843593354353397,1.5390497624294024
