name,index,x1,y1,x2,y2,label,remarks
(3)000000075381.jpg,3,527,60,576,120,1,2
(0)000000093578.jpg,0,340,162,372,203,1,2
(1)000000093578.jpg,1,168,128,199,177,1,2
(2)000000093578.jpg,2,407,173,418,187,0,2
(0)up0749.jpg,0,201,45,317,188,1,2
(1)up0749.jpg,1,363,45,395,85,0,2
(0)up2247.jpg,0,206,42,275,140,1,2
(1)up2247.jpg,1,128,83,197,187,1,2
(2)up2247.jpg,2,296,95,365,182,1,2
(0)000000113575.jpg,0,372,138,410,187,0,2
(1)000000113575.jpg,1,134,0,199,97,1,2
(0)up1101.jpg,0,290,166,326,211,1,2
(1)up1101.jpg,1,348,125,382,172,1,2
(2)up1101.jpg,2,236,158,269,203,1,2
(3)up1101.jpg,3,160,116,201,172,1,2
(0)up4542.jpg,0,466,126,498,165,0,2
(1)up4542.jpg,1,72,197,141,271,1,2
(2)up4542.jpg,2,8,125,31,154,0,2
(3)up4542.jpg,3,393,128,418,160,0,2
(4)up4542.jpg,4,204,126,227,154,0,2
(0)up0841.jpg,0,240,84,266,112,1,2
(1)up0841.jpg,1,319,89,342,118,1,2
(2)up0841.jpg,2,158,93,180,124,1,2
(0)up2136.jpg,0,103,81,136,123,1,2
(1)up2136.jpg,1,389,79,422,117,1,2
(2)up2136.jpg,2,247,83,282,128,1,2
(0)000000014075.jpg,0,167,93,188,120,1,2
(1)000000014075.jpg,1,214,104,236,133,1,2
(2)000000014075.jpg,2,297,108,323,142,1,2
(3)000000014075.jpg,3,412,111,438,143,1,2
(4)000000014075.jpg,4,511,122,543,165,1,2
(0)000000064020.jpg,0,396,188,418,216,1,2
(1)000000064020.jpg,1,291,179,316,208,1,2
(2)000000064020.jpg,2,207,169,232,196,1,2
(3)000000064020.jpg,3,98,174,122,203,1,2
(0)000000010133.jpg,0,275,239,327,316,1,2
(1)000000010133.jpg,1,71,190,91,219,0,2
(2)000000010133.jpg,2,350,193,385,238,0,2
(0)up4743.jpg,0,141,253,170,299,0,2
(1)up4743.jpg,1,36,230,76,274,0,2
(2)up4743.jpg,2,215,75,349,252,1,2
(3)up4743.jpg,3,422,260,438,279,0,2
(4)up4743.jpg,4,168,242,206,307,0,2
(0)000000014920.jpg,0,533,137,592,220,1,2
(1)000000014920.jpg,1,357,163,408,235,1,2
(2)000000014920.jpg,2,19,221,94,317,1,2
(3)000000014920.jpg,3,184,189,240,270,1,2
(0)000000080418.jpg,0,78,210,91,225,0,2
(1)000000080418.jpg,1,361,204,404,271,1,2
(0)up0404.jpg,0,462,189,525,262,1,2
(1)up0404.jpg,1,326,221,377,284,1,2
(2)up0404.jpg,2,332,73,391,157,1,2
(3)up0404.jpg,3,227,168,286,246,1,2
(4)up0404.jpg,4,112,171,170,253,1,2
(0)000000025830.jpg,0,312,100,348,151,0,2
(1)000000025830.jpg,1,353,20,455,163,1,2
(2)000000025830.jpg,2,505,82,558,162,0,2
(3)000000025830.jpg,3,94,197,113,225,0,2
(0)000000062988.jpg,0,45,131,65,154,0,2
(1)000000062988.jpg,1,214,113,268,183,1,2
(2)000000062988.jpg,2,584,144,600,163,0,2
(3)000000062988.jpg,3,463,129,512,184,1,2
(4)000000062988.jpg,4,424,163,440,183,0,2
(5)000000062988.jpg,5,403,141,415,153,0,2
(0)000000023037.jpg,0,194,171,305,325,1,2
(1)000000023037.jpg,1,103,281,214,418,1,2
(2)000000023037.jpg,2,370,231,388,251,0,2
(0)up0915.jpg,0,166,59,264,199,1,2
(1)up0915.jpg,1,69,166,125,266,0,2
(0)000000047484.jpg,0,513,140,539,169,1,2
(1)000000047484.jpg,1,567,167,587,197,0,2
(2)000000047484.jpg,2,102,64,134,95,1,2
(0)up1998.jpg,0,348,48,415,136,0,2
(1)up1998.jpg,1,185,166,287,305,1,2
(2)up1998.jpg,2,97,178,153,243,0,2
(0)up0261.jpg,0,188,22,227,66,0,2
(1)up0261.jpg,1,231,2,259,42,0,2
(2)up0261.jpg,2,225,51,317,170,1,2
(0)000000026419.jpg,0,470,103,500,169,0,2
(1)000000026419.jpg,1,359,99,412,173,1,2
(2)000000026419.jpg,2,303,90,344,145,1,2
(3)000000026419.jpg,3,239,138,256,162,0,2
(0)up0853.jpg,0,334,113,350,135,0,2
(1)up0853.jpg,1,205,97,260,151,1,2
(0)up2682.jpg,0,111,48,141,94,1,2
(1)up2682.jpg,1,361,80,394,127,1,2
(2)up2682.jpg,2,241,82,269,123,1,2
(0)up0561.jpg,0,239,200,293,254,1,2
(1)up0561.jpg,1,418,175,540,317,1,2
(2)up0561.jpg,2,130,210,207,302,1,2
(3)up0561.jpg,3,308,198,383,286,1,2
(4)up0561.jpg,4,207,96,258,163,1,2
(5)up0561.jpg,5,426,107,443,131,0,0
(0)up1310.jpg,0,277,44,346,139,0,2
(1)up1310.jpg,1,47,50,147,186,1,2
(0)up4426.jpg,0,226,51,271,117,0,2
(1)up4426.jpg,1,34,74,77,138,0,2
(2)up4426.jpg,2,133,78,217,167,1,1
(0)up2509.jpg,0,391,42,426,84,1,2
(1)up2509.jpg,1,112,63,143,98,1,2
(2)up2509.jpg,2,246,104,274,143,1,2
(0)000000018528.jpg,0,46,99,72,126,0,2
(1)000000018528.jpg,1,71,166,210,344,1,2
(2)000000018528.jpg,2,227,22,252,65,0,2
(3)000000018528.jpg,3,4,82,22,115,0,2
(0)000000013981.jpg,0,325,49,355,87,1,2
(1)000000013981.jpg,1,168,161,184,180,0,2
(2)000000013981.jpg,2,21,173,41,201,0,2
(0)000000018132.jpg,0,156,73,176,100,0,2
(1)000000018132.jpg,1,30,73,55,106,0,2
(2)000000018132.jpg,2,8,85,26,104,0,2
(3)000000018132.jpg,3,237,201,280,257,1,2
(0)up0725.jpg,0,315,12,379,96,1,2
(1)up0725.jpg,1,386,257,449,347,0,2
(0)up3103.jpg,0,171,87,232,175,1,2
(1)up3103.jpg,1,82,170,116,218,0,2
(0)up1979.jpg,0,230,32,273,94,1,2
(1)up1979.jpg,1,107,19,149,76,1,2
(2)up1979.jpg,2,292,49,338,105,1,2
(3)up1979.jpg,3,405,58,441,108,1,2
(0)000000050042.jpg,0,376,111,404,148,1,2
(1)000000050042.jpg,1,9,28,36,59,0,2
(0)000000041917.jpg,0,131,92,239,253,1,2
(1)000000041917.jpg,1,263,36,326,113,0,2
(2)000000041917.jpg,2,342,91,420,201,1,2
(0)up2346.jpg,0,205,31,255,92,1,2
(1)up2346.jpg,1,351,34,401,95,1,2
(2)up2346.jpg,2,139,48,192,116,1,2
(3)up2346.jpg,3,279,49,325,111,1,2
(0)up1810.jpg,0,284,231,319,277,0,2
(1)up1810.jpg,1,150,72,192,126,1,2
(0)up3050.jpg,0,63,52,88,85,1,2
(1)up3050.jpg,1,353,18,380,55,1,2
(2)up3050.jpg,2,385,268,401,289,0,2
(0)up0449.jpg,0,33,122,63,159,0,2
(1)up0449.jpg,1,162,112,195,149,1,2
(2)up0449.jpg,2,213,139,249,183,1,2
(3)up0449.jpg,3,320,74,364,136,1,2
(0)up0847.jpg,0,364,81,416,159,1,2
(1)up0847.jpg,1,98,56,148,145,1,2
(2)up0847.jpg,2,185,48,226,108,1,2
(0)000000059212.jpg,0,277,263,294,283,0,2
(1)000000059212.jpg,1,187,119,230,178,1,2
(0)000000055203.jpg,0,191,32,206,51,0,2
(1)000000055203.jpg,1,403,86,434,117,1,2
(2)000000055203.jpg,2,236,33,248,54,0,2
(3)000000055203.jpg,3,476,33,488,53,0,2
(4)000000055203.jpg,4,118,146,146,188,1,2
(5)000000055203.jpg,5,12,155,29,189,0,2
(0)000000015845.jpg,0,80,336,109,373,0,2
(1)000000015845.jpg,1,163,146,201,190,1,2
(0)up1522.jpg,0,265,83,288,115,1,2
(1)up1522.jpg,1,324,88,345,114,1,2
(2)up1522.jpg,2,138,97,159,126,1,2
(3)up1522.jpg,3,203,86,224,115,1,2
(0)000000087764.jpg,0,51,184,138,283,1,2
(1)000000087764.jpg,1,332,232,365,271,0,2
(2)000000087764.jpg,2,210,197,259,257,0,2
(0)000000075862.jpg,0,273,123,322,190,1,2
(1)000000075862.jpg,1,110,137,157,201,1,2
(2)000000075862.jpg,2,376,146,421,212,1,2
(3)000000075862.jpg,3,185,157,231,214,1,2
(0)000000015929.jpg,0,29,73,44,89,0,2
(1)000000015929.jpg,1,140,61,159,86,0,2
(2)000000015929.jpg,2,206,68,257,118,1,2
(0)000000096383.jpg,0,293,265,309,284,1,2
(1)000000096383.jpg,1,283,299,310,329,1,2
(2)000000096383.jpg,2,342,297,371,340,1,2
(3)000000096383.jpg,3,89,342,116,389,1,2
(4)000000096383.jpg,4,114,290,139,320,1,2
(5)000000096383.jpg,5,161,282,184,312,1,2
(6)000000096383.jpg,6,91,319,117,357,1,2
(0)000000048146.jpg,0,539,67,555,93,0,2
(1)000000048146.jpg,1,388,62,423,106,1,2
(2)000000048146.jpg,2,3,154,24,172,0,2
(0)000000064938.jpg,0,474,126,495,153,0,2
(1)000000064938.jpg,1,231,25,372,217,1,2
(2)000000064938.jpg,2,62,135,112,204,0,2
(0)up2898.jpg,0,277,98,301,126,1,2
(1)up2898.jpg,1,254,117,275,139,1,2
(2)up2898.jpg,2,159,76,179,101,1,2
(3)up2898.jpg,3,187,42,212,73,1,2
(0)000000036800.jpg,0,345,174,369,204,1,2
(1)000000036800.jpg,1,584,171,610,202,1,2
(2)000000036800.jpg,2,451,176,473,204,1,2
(3)000000036800.jpg,3,204,177,232,214,1,2
(4)000000036800.jpg,4,252,192,275,223,1,2
(5)000000036800.jpg,5,57,226,96,274,1,2
(0)000000037906.jpg,0,599,145,612,161,0,2
(1)000000037906.jpg,1,300,240,321,261,1,1
(0)000000083042.jpg,0,225,252,241,272,0,2
(1)000000083042.jpg,1,269,243,283,259,0,2
(2)000000083042.jpg,2,610,260,633,286,0,2
(3)000000083042.jpg,3,565,261,588,293,0,2
(4)000000083042.jpg,4,323,237,336,255,0,2
(5)000000083042.jpg,5,398,218,431,263,1,2
(6)000000083042.jpg,6,532,250,550,275,0,2
(7)000000083042.jpg,7,30,264,44,284,0,2
(8)000000083042.jpg,8,110,277,134,306,0,2
(9)000000083042.jpg,9,144,266,162,291,0,2
(10)000000083042.jpg,10,199,242,212,260,0,2
(11)000000083042.jpg,11,18,357,52,402,0,2
(12)000000083042.jpg,12,103,258,123,280,0,2
(0)up0383.jpg,0,205,153,258,223,1,2
(1)up0383.jpg,1,120,360,154,404,0,2
(0)up0183.jpg,0,378,70,523,217,1,2
(1)up0183.jpg,1,333,324,431,439,0,1
(0)000000023533.jpg,0,77,153,90,171,0,2
(0)000000008359.jpg,0,326,374,336,387,1,2
(1)000000008359.jpg,1,212,404,223,417,1,2
(2)000000008359.jpg,2,358,372,369,384,1,2
(3)000000008359.jpg,3,280,372,290,385,1,2
(4)000000008359.jpg,4,60,373,71,386,1,2
(5)000000008359.jpg,5,13,407,24,420,1,2
(6)000000008359.jpg,6,191,367,202,380,1,2
(7)000000008359.jpg,7,163,398,175,412,1,2
(8)000000008359.jpg,8,143,373,154,385,1,2
(9)000000008359.jpg,9,355,405,366,417,1,2
(10)000000008359.jpg,10,393,412,404,427,1,2
(11)000000008359.jpg,11,104,374,114,386,1,1
(12)000000008359.jpg,12,64,403,75,414,1,1
(13)000000008359.jpg,13,117,401,127,413,1,1
(14)000000008359.jpg,14,235,373,244,383,1,1
(15)000000008359.jpg,15,258,399,270,413,1,1
(16)000000008359.jpg,16,310,402,324,414,1,1
(0)000000001643.jpg,0,395,18,410,38,0,2
(1)000000001643.jpg,1,196,51,224,88,0,2
(2)000000001643.jpg,2,125,58,152,90,0,2
(3)000000001643.jpg,3,494,78,515,111,0,2
(4)000000001643.jpg,4,114,91,139,125,0,2
(5)000000001643.jpg,5,576,100,603,129,0,2
(6)000000001643.jpg,6,582,151,599,179,0,2
(7)000000001643.jpg,7,602,90,625,119,0,2
(8)000000001643.jpg,8,453,14,469,32,0,2
(9)000000001643.jpg,9,85,153,109,187,0,2
(10)000000001643.jpg,10,292,94,319,126,0,2
(11)000000001643.jpg,11,520,96,539,122,0,2
(12)000000001643.jpg,12,22,14,44,40,0,2
(13)000000001643.jpg,13,393,89,437,132,1,2
(14)000000001643.jpg,14,562,74,575,91,0,2
(15)000000001643.jpg,15,546,81,561,101,0,2
(16)000000001643.jpg,16,129,1,144,18,0,2
(17)000000001643.jpg,17,224,70,248,106,0,2
(0)000000001076.jpg,0,26,141,42,160,0,2
(1)000000001076.jpg,1,397,75,409,88,0,2
(2)000000001076.jpg,2,359,98,375,121,1,2
(3)000000001076.jpg,3,224,98,241,117,1,2
(4)000000001076.jpg,4,295,126,309,142,1,2
(5)000000001076.jpg,5,142,119,157,139,1,2
(6)000000001076.jpg,6,30,92,40,106,0,2
(0)up0374.jpg,0,352,86,380,121,0,2
(1)up0374.jpg,1,434,169,527,280,1,2
(2)up0374.jpg,2,173,93,270,221,1,2
(0)up1903.jpg,0,372,402,387,422,0,2
(1)up1903.jpg,1,216,17,262,84,1,2
(2)up1903.jpg,2,448,383,467,406,0,2
(0)000000028997.jpg,0,276,76,340,148,1,2
(1)000000028997.jpg,1,7,95,42,139,0,2
(2)000000028997.jpg,2,252,69,282,103,0,2
(3)000000028997.jpg,3,93,104,109,124,0,2
(4)000000028997.jpg,4,607,77,639,164,0,2
(0)000000001551.jpg,0,150,78,183,118,1,2
(1)000000001551.jpg,1,571,41,596,76,0,2
(2)000000001551.jpg,2,230,38,258,75,1,2
(3)000000001551.jpg,3,304,47,337,94,1,2
(4)000000001551.jpg,4,437,37,474,75,1,2
(0)000000008808.jpg,0,256,152,304,208,1,2
(1)000000008808.jpg,1,483,198,503,214,0,1
(0)up4807.jpg,0,75,149,192,303,1,2
(1)up4807.jpg,1,207,154,295,270,0,2
(2)up4807.jpg,2,7,4,73,62,0,2
(3)up4807.jpg,3,165,0,230,40,0,2
(0)000000114036.jpg,0,449,166,485,205,1,2
(1)000000114036.jpg,1,496,165,542,221,1,2
(2)000000114036.jpg,2,400,122,429,167,1,2
(3)000000114036.jpg,3,236,157,264,192,1,2
(4)000000114036.jpg,4,181,223,231,289,1,2
(5)000000114036.jpg,5,138,69,174,119,1,2
(0)000000036249.jpg,0,357,236,393,283,0,2
(1)000000036249.jpg,1,161,84,283,237,1,2
(0)000000054498.jpg,0,505,22,529,50,0,2
(1)000000054498.jpg,1,214,28,246,63,0,2
(2)000000054498.jpg,2,555,5,572,34,0,2
(3)000000054498.jpg,3,245,36,290,96,1,2
(4)000000054498.jpg,4,47,50,59,66,0,2
(5)000000054498.jpg,5,456,12,472,42,0,2
(6)000000054498.jpg,6,591,0,608,24,0,2
(7)000000054498.jpg,7,67,50,79,65,0,2
(8)000000054498.jpg,8,146,41,159,59,0,2
(9)000000054498.jpg,9,165,19,177,35,0,2
(10)000000054498.jpg,10,427,52,442,70,0,2
(0)up4714.jpg,0,448,126,475,161,0,2
(1)up4714.jpg,1,214,51,262,121,1,2
(2)up4714.jpg,2,390,162,414,185,0,2
(0)up0478.jpg,0,168,159,233,245,1,2
(1)up0478.jpg,1,351,79,378,114,0,2
(2)up0478.jpg,2,264,102,333,191,1,2
(0)up2891.jpg,0,367,95,438,185,1,2
(1)up2891.jpg,1,201,84,237,137,0,2
(0)up2956.jpg,0,54,269,66,284,0,2
(1)up2956.jpg,1,27,272,40,293,0,2
(2)up2956.jpg,2,139,172,166,211,1,2
(3)up2956.jpg,3,12,267,24,283,0,2
(0)000000074264.jpg,0,165,89,210,151,1,2
(1)000000074264.jpg,1,51,147,73,175,0,2
(2)000000074264.jpg,2,357,78,392,123,1,2
(3)000000074264.jpg,3,370,38,415,114,0,0
(0)000000004001.jpg,0,96,139,115,164,0,2
(1)000000004001.jpg,1,211,48,245,96,1,2
(2)000000004001.jpg,2,430,126,450,149,0,2
(3)000000004001.jpg,3,377,88,405,127,1,2
(4)000000004001.jpg,4,309,149,325,167,0,2
(5)000000004001.jpg,5,512,160,531,186,0,2
(6)000000004001.jpg,6,602,116,622,145,0,2
(7)000000004001.jpg,7,554,153,571,175,0,2
(8)000000004001.jpg,8,481,151,497,175,0,2
(9)000000004001.jpg,9,522,148,539,166,0,2
(0)000000008501.jpg,0,66,172,96,214,0,2
(1)000000008501.jpg,1,478,56,522,116,1,2
(0)000000068010.jpg,0,200,277,220,306,0,2
(1)000000068010.jpg,1,475,127,516,171,1,2
(2)000000068010.jpg,2,302,137,338,185,1,2
(3)000000068010.jpg,3,70,68,127,150,1,2
(4)000000068010.jpg,4,109,271,135,297,0,2
(0)000000108798.jpg,0,538,164,600,238,1,2
(1)000000108798.jpg,1,103,83,155,164,1,2
(2)000000108798.jpg,2,242,110,289,166,1,2
(3)000000108798.jpg,3,389,170,441,235,1,2
(4)000000108798.jpg,4,151,130,200,197,1,2
(0)000000049538.jpg,0,375,124,413,171,1,2
(1)000000049538.jpg,1,109,34,142,88,1,2
(2)000000049538.jpg,2,224,97,264,139,1,2
(3)000000049538.jpg,3,285,106,325,155,1,2
(4)000000049538.jpg,4,283,55,301,81,0,2
(0)000000071146.jpg,0,290,359,319,390,1,2
(1)000000071146.jpg,1,133,209,145,225,0,2
(2)000000071146.jpg,2,328,204,338,216,0,1
(0)up2144.jpg,0,324,91,372,158,1,2
(1)up2144.jpg,1,95,69,142,130,1,2
(2)up2144.jpg,2,461,78,493,121,0,2
(3)up2144.jpg,3,261,98,300,147,1,2
(4)up2144.jpg,4,170,87,211,144,1,2
(0)000000114050.jpg,0,318,54,347,80,1,2
(1)000000114050.jpg,1,448,4,470,28,0,2
(2)000000114050.jpg,2,172,92,186,115,0,2
(3)000000114050.jpg,3,199,75,212,92,0,2
(0)000000053948.jpg,0,298,58,323,87,1,2
(1)000000053948.jpg,1,551,81,578,116,1,2
(2)000000053948.jpg,2,242,95,261,118,1,2
(3)000000053948.jpg,3,78,309,90,326,0,2
(4)000000053948.jpg,4,40,221,56,241,0,1
(0)000000062635.jpg,0,371,303,462,414,1,2
(1)000000062635.jpg,1,53,331,89,378,0,2
(0)000000073036.jpg,0,460,124,473,143,0,2
(1)000000073036.jpg,1,526,121,543,145,0,2
(2)000000073036.jpg,2,142,131,153,146,0,2
(3)000000073036.jpg,3,507,196,526,222,0,2
(4)000000073036.jpg,4,307,104,340,155,1,2
(5)000000073036.jpg,5,562,109,574,128,0,2
(0)000000083486.jpg,0,172,231,187,251,0,2
(1)000000083486.jpg,1,335,266,360,289,0,2
(2)000000083486.jpg,2,235,225,252,247,0,2
(3)000000083486.jpg,3,415,253,466,322,1,2
(4)000000083486.jpg,4,26,237,64,286,0,2
(5)000000083486.jpg,5,120,265,163,327,1,2
(0)up4074.jpg,0,390,123,412,151,0,2
(1)up4074.jpg,1,207,54,286,152,1,2
(0)up1571.jpg,0,165,76,197,110,1,2
(1)up1571.jpg,1,46,120,65,142,0,2
(2)up1571.jpg,2,264,132,291,159,0,1
(0)up3102.jpg,0,186,108,296,272,1,2
(1)up3102.jpg,1,75,99,139,191,0,2
(0)000000053333.jpg,0,470,88,497,118,1,2
(1)000000053333.jpg,1,219,138,245,160,0,1
(2)000000053333.jpg,2,54,176,67,189,0,1
(0)up2488.jpg,0,92,137,215,304,1,2
(1)up2488.jpg,1,200,106,315,260,1,2
(2)up2488.jpg,2,310,55,430,200,1,2
(0)000000002427.jpg,0,550,65,572,94,0,2
(1)000000002427.jpg,1,497,83,513,100,0,2
(2)000000002427.jpg,2,275,95,300,125,1,2
(0)000000007680.jpg,0,153,208,246,341,1,2
(1)000000007680.jpg,1,353,191,401,263,0,2
(0)000000066454.jpg,0,290,43,306,64,0,2
(1)000000066454.jpg,1,219,49,234,71,0,2
(2)000000066454.jpg,2,588,71,604,92,0,2
(3)000000066454.jpg,3,164,46,187,74,0,2
(4)000000066454.jpg,4,377,53,394,75,0,2
(5)000000066454.jpg,5,498,66,522,95,0,2
(6)000000066454.jpg,6,448,64,467,89,0,2
(7)000000066454.jpg,7,302,100,340,149,1,2
(8)000000066454.jpg,8,66,179,136,276,1,2
(9)000000066454.jpg,9,355,44,367,59,0,2
(10)000000066454.jpg,10,407,92,438,133,1,2
(11)000000066454.jpg,11,580,104,613,146,1,2
(12)000000066454.jpg,12,203,137,253,194,1,2
(13)000000066454.jpg,13,575,58,586,74,0,2
(14)000000066454.jpg,14,472,54,483,70,0,2
(15)000000066454.jpg,15,210,28,222,41,0,2
(16)000000066454.jpg,16,630,81,640,99,0,2
(17)000000066454.jpg,17,34,18,47,33,0,2
(18)000000066454.jpg,18,521,53,531,65,0,2
(0)000000088420.jpg,0,186,153,198,170,0,2
(1)000000088420.jpg,1,384,157,395,171,0,2
(2)000000088420.jpg,2,509,120,532,150,1,2
